          Teff = 3500 K,  log g = 0.0,  [M/H] = +0.0

                Ic   16    0.388 (0.0752)    0.537  0.224 (0.0117)    0.052  0.559 (0.0017)
 Bessell        UX   17    0.734 (0.0327)    0.808  0.112 (0.0031)    0.565  0.280 (0.0068)
 Bessell        BX   18    0.791 (0.0199)    0.846  0.082 (0.0091)    0.667  0.206 (0.0127)
 Bessell        B    19    0.795 (0.0190)    0.847  0.079 (0.0092)    0.676  0.198 (0.0127)
 Bessell        V    20    0.622 (0.0541)    0.742  0.179 (0.0028)    0.354  0.448 (0.0085)
 Bessell        R    21    0.509 (0.0672)    0.649  0.209 (0.0069)    0.196  0.522 (0.0039)
 Bessell        I    22    0.385 (0.0759)    0.536  0.227 (0.0113)    0.044  0.567 (0.0016)
 Tycho         TyB   23    0.819 (0.0139)    0.860  0.062 (0.0101)    0.726  0.155 (0.0129)
               TyV   24    0.647 (0.0505)    0.761  0.171 (0.0032)    0.391  0.427 (0.0099)
 Hipparchos    HIP   25    0.697 (0.0379)    0.786  0.134 (0.0049)    0.495  0.335 (0.0105)
 KEPLER              26    0.581 (0.0564)    0.703  0.183 (0.0034)    0.307  0.457 (0.0070)
 COROT SIS           27    0.593 (0.0531)    0.708  0.173 (0.0031)    0.333  0.434 (0.0072)
 COROT EXO           28    0.585 (0.0541)    0.702  0.176 (0.0033)    0.321  0.440 (0.0070)
 Geneva         U    29    0.601 (0.0640)    0.726  0.188 (0.0112)    0.318  0.471 (0.0023)
                B    30    0.820 (0.0133)    0.860  0.060 (0.0100)    0.730  0.150 (0.0127)
                B1   31    0.855 (0.0068)    0.872  0.026 (0.0100)    0.816  0.065 (0.0112)
                B2   32    0.777 (0.0253)    0.845  0.101 (0.0097)    0.625  0.253 (0.0143)
                V    33    0.623 (0.0541)    0.742  0.179 (0.0029)    0.355  0.448 (0.0085)
                V1   34    0.633 (0.0528)    0.750  0.176 (0.0029)    0.369  0.440 (0.0088)
                G    35    0.580 (0.0605)    0.709  0.195 (0.0038)    0.288  0.487 (0.0068)
 Vilnius        U    36    0.591 (0.0648)    0.715  0.186 (0.0133)    0.312  0.465 (0.0044)
                P    37    0.754 (0.0319)    0.834  0.119 (0.0072)    0.576  0.297 (0.0125)
                X    38    0.863 (0.0070)    0.874  0.016 (0.0101)    0.839  0.041 (0.0108)
                Y    39    0.746 (0.0326)    0.828  0.123 (0.0084)    0.561  0.308 (0.0139)
                Z    40    0.665 (0.0477)    0.773  0.163 (0.0036)    0.420  0.408 (0.0102)
                V    41    0.624 (0.0542)    0.744  0.180 (0.0029)    0.355  0.449 (0.0086)
                S    42    0.483 (0.0718)    0.630  0.221 (0.0080)    0.151  0.553 (0.0034)
 Milone         iz   43    0.354 (0.0725)    0.500  0.219 (0.0099)    0.025  0.547 (0.0019)
                iJ   44    0.285 (0.0765)    0.434  0.225 (0.0128)   -0.052  0.562 (0.0022)
                iH   45    0.208 (0.0821)    0.363  0.233 (0.0177)   -0.141  0.581 (0.0065)
                iK   46    0.174 (0.0675)    0.300  0.189 (0.0158)   -0.109  0.472 (0.0068)
 YMS94         iz    47    0.354 (0.0725)    0.500  0.219 (0.0099)    0.025  0.547 (0.0019)
               iJ    48    0.285 (0.0765)    0.434  0.225 (0.0128)   -0.052  0.562 (0.0022)
               iH    49    0.208 (0.0821)    0.363  0.233 (0.0177)   -0.141  0.581 (0.0065)
               iK    50    0.174 (0.0675)    0.300  0.189 (0.0158)   -0.109  0.472 (0.0068)
               iL    51    0.122 (0.0481)    0.210  0.132 (0.0129)   -0.076  0.330 (0.0067)
               iLp   52    0.117 (0.0453)    0.199  0.123 (0.0128)   -0.068  0.307 (0.0070)
               iM    53    0.101 (0.0411)    0.174  0.109 (0.0127)   -0.063  0.273 (0.0075)
               in    54    0.066 (0.0297)    0.115  0.074 (0.0109)   -0.046  0.185 (0.0074)
               iN    55    0.059 (0.0295)    0.109  0.075 (0.0105)   -0.053  0.187 (0.0070)
 Sloan DSS      u    56    0.680 (0.0462)    0.779  0.149 (0.0035)    0.457  0.372 (0.0049)
                g    57    0.732 (0.0336)    0.814  0.124 (0.0069)    0.545  0.310 (0.0123)
                r    58    0.533 (0.0655)    0.670  0.205 (0.0059)    0.225  0.514 (0.0048)
                i    59    0.407 (0.0740)    0.555  0.221 (0.0112)    0.076  0.552 (0.0016)
                z    60    0.373 (0.0759)    0.528  0.232 (0.0092)    0.024  0.581 (0.0030)
 HST STIS Ly_alpha   61    1.310 (0.2733)    0.629 -1.021 (0.0667)    2.841 -2.552 (0.1139)
            Fclear   62    1.463 (0.3566)    0.536 -1.391 (0.1153)    3.550 -3.478 (0.1785)
             Fsrf2   63    1.464 (0.3568)    0.535 -1.393 (0.1158)    3.553 -3.482 (0.1789)
              Fqtz   64    1.468 (0.3599)    0.533 -1.403 (0.1157)    3.573 -3.507 (0.1794)
              CIII   65    1.352 (0.2996)    0.609 -1.114 (0.0704)    3.022 -2.784 (0.1220)
              MgII   66    0.798 (0.0246)    0.798 -0.001 (0.0255)    0.799 -0.001 (0.0255)
            Nclear   67    0.947 (0.0803)    0.742 -0.308 (0.0265)    1.409 -0.769 (0.0410)
             Nsrf2   68    0.945 (0.0792)    0.743 -0.304 (0.0262)    1.400 -0.759 (0.0405)
              Nqtz   69    0.954 (0.0839)    0.739 -0.322 (0.0276)    1.436 -0.804 (0.0427)
             cn182   70    1.140 (0.1830)    0.684 -0.685 (0.0460)    2.167 -1.711 (0.0779)
             cn270   71    0.845 (0.0220)    0.785 -0.090 (0.0193)    0.980 -0.225 (0.0236)
            Oclear   72    0.588 (0.0529)    0.702  0.172 (0.0033)    0.330  0.430 (0.0067)
         Oclear-lp   73    0.466 (0.0699)    0.609  0.215 (0.0081)    0.144  0.537 (0.0031)
             [OII]   74    0.692 (0.0586)    0.830  0.208 (0.0085)    0.381  0.519 (0.0184)
            [OIII]   75    0.687 (0.0410)    0.781  0.142 (0.0038)    0.474  0.354 (0.0093)
 2MASS          J    76    0.289 (0.0760)    0.438  0.223 (0.0127)   -0.046  0.559 (0.0022)
 2MASS          H    77    0.207 (0.0811)    0.360  0.229 (0.0176)   -0.137  0.573 (0.0066)
 2MASS          Ks   78    0.178 (0.0682)    0.305  0.191 (0.0159)   -0.108  0.477 (0.0068)
 SWASP               79    0.647 (0.0473)    0.754  0.160 (0.0032)    0.406  0.401 (0.0093)
 MOST                80    0.629 (0.0497)    0.740  0.166 (0.0028)    0.380  0.415 (0.0086)
 GAIA (2006)    G    81    0.607 (0.0511)    0.720  0.169 (0.0029)    0.355  0.421 (0.0077)
 GAIA (2010)    G    82    0.577 (0.0552)    0.696  0.179 (0.0035)    0.309  0.447 (0.0067)
 GAIA (2010)    BP   83    0.660 (0.0450)    0.762  0.154 (0.0034)    0.429  0.384 (0.0094)
 GAIA (2010)    RP   84    0.414 (0.0739)    0.562  0.223 (0.0101)    0.079  0.558 (0.0019)
 GAIA (2010)  G_RV   85    0.358 (0.0828)    0.527  0.254 (0.0095)   -0.023  0.634 (0.0035)
 Milone        230   86    1.118 (0.1537)    0.740 -0.567 (0.0355)    1.968 -1.417 (0.0622)
               250   87    0.941 (0.0671)    0.768 -0.259 (0.0245)    1.329 -0.647 (0.0368)
               270   88    0.847 (0.0229)    0.784 -0.094 (0.0183)    0.988 -0.235 (0.0228)
               290   89    0.769 (0.0151)    0.780  0.017 (0.0120)    0.744  0.041 (0.0112)
               310   90    0.693 (0.0359)    0.759  0.099 (0.0088)    0.544  0.249 (0.0040)
               330   91    0.631 (0.0557)    0.736  0.157 (0.0129)    0.396  0.392 (0.0054)
 CaII triplet  858   92    0.352 (0.0842)    0.524  0.258 (0.0097)   -0.035  0.645 (0.0035)
 WIRE  Johnson V+R   93    0.539 (0.0630)    0.672  0.199 (0.0054)    0.241  0.497 (0.0052)
               LUT   94    0.741 (0.0241)    0.787  0.068 (0.0060)    0.639  0.171 (0.0029)


          Teff = 6750 K,  log g = 2.0,  [M/H] = +0.0

 bolometric           0    0.527 (0.0582)    0.647  0.179 (0.0072)    0.259  0.447 (0.0022)
 Stromgren      u     1    0.566 (0.0832)    0.734  0.252 (0.0102)    0.188  0.630 (0.0024)
                v     2    0.792 (0.0300)    0.872  0.120 (0.0106)    0.612  0.299 (0.0157)
                b     3    0.708 (0.0466)    0.818  0.165 (0.0056)    0.461  0.412 (0.0122)
                y     4    0.597 (0.0613)    0.726  0.193 (0.0059)    0.307  0.483 (0.0045)
 Johnson        U     5    0.691 (0.0560)    0.816  0.188 (0.0032)    0.409  0.470 (0.0102)
                B     6    0.747 (0.0386)    0.841  0.142 (0.0073)    0.533  0.355 (0.0132)
                V     7    0.598 (0.0610)    0.726  0.193 (0.0057)    0.309  0.481 (0.0047)
                R     8    0.463 (0.0737)    0.609  0.218 (0.0116)    0.135  0.546 (0.0012)
                I     9    0.360 (0.0782)    0.513  0.230 (0.0130)    0.016  0.574 (0.0020)
                J    10    0.282 (0.0755)    0.426  0.217 (0.0146)   -0.044  0.543 (0.0041)
                K    11    0.167 (0.0667)    0.289  0.183 (0.0165)   -0.108  0.459 (0.0076)
                L    12    0.123 (0.0510)    0.218  0.144 (0.0113)   -0.093  0.360 (0.0044)
                M    13    0.104 (0.0393)    0.176  0.109 (0.0102)   -0.060  0.272 (0.0051)
                N    14    0.067 (0.0272)    0.113  0.069 (0.0098)   -0.036  0.172 (0.0065)
 Cousins        Rc   15    0.490 (0.0720)    0.633  0.215 (0.0107)    0.167  0.538 (0.0008)
                Ic   16    0.373 (0.0791)    0.525  0.229 (0.0143)    0.029  0.573 (0.0033)
 Bessell        UX   17    0.680 (0.0581)    0.809  0.192 (0.0028)    0.392  0.481 (0.0092)
 Bessell        BX   18    0.744 (0.0392)    0.840  0.144 (0.0072)    0.528  0.360 (0.0132)
 Bessell        B    19    0.747 (0.0386)    0.842  0.142 (0.0074)    0.533  0.356 (0.0133)
 Bessell        V    20    0.597 (0.0611)    0.725  0.193 (0.0057)    0.308  0.482 (0.0046)
 Bessell        R    21    0.489 (0.0720)    0.633  0.215 (0.0107)    0.167  0.538 (0.0008)
 Bessell        I    22    0.368 (0.0795)    0.522  0.232 (0.0139)    0.021  0.579 (0.0028)
 Tycho         TyB   23    0.767 (0.0356)    0.857  0.135 (0.0087)    0.564  0.338 (0.0144)
               TyV   24    0.619 (0.0589)    0.746  0.190 (0.0044)    0.335  0.474 (0.0062)
 Hipparchos    HIP   25    0.658 (0.0516)    0.774  0.173 (0.0035)    0.399  0.432 (0.0087)
 KEPLER              26    0.554 (0.0642)    0.687  0.200 (0.0066)    0.254  0.500 (0.0037)
 COROT SIS           27    0.562 (0.0623)    0.693  0.196 (0.0059)    0.269  0.489 (0.0044)
 COROT EXO           28    0.555 (0.0630)    0.687  0.197 (0.0062)    0.259  0.493 (0.0041)
 Geneva         U    29    0.582 (0.0805)    0.745  0.246 (0.0089)    0.213  0.614 (0.0032)
                B    30    0.768 (0.0350)    0.857  0.133 (0.0086)    0.569  0.332 (0.0142)
                B1   31    0.795 (0.0291)    0.872  0.115 (0.0094)    0.623  0.287 (0.0143)
                B2   32    0.735 (0.0424)    0.838  0.155 (0.0074)    0.503  0.387 (0.0139)
                V    33    0.598 (0.0609)    0.726  0.192 (0.0058)    0.310  0.481 (0.0046)
                V1   34    0.607 (0.0599)    0.734  0.190 (0.0054)    0.322  0.475 (0.0050)
                G    35    0.558 (0.0659)    0.693  0.203 (0.0078)    0.254  0.506 (0.0026)
 Vilnius        U    36    0.577 (0.0806)    0.740  0.244 (0.0098)    0.211  0.611 (0.0023)
                P    37    0.696 (0.0575)    0.827  0.197 (0.0044)    0.400  0.494 (0.0130)
                X    38    0.803 (0.0263)    0.874  0.106 (0.0098)    0.644  0.265 (0.0142)
                Y    39    0.709 (0.0466)    0.819  0.165 (0.0057)    0.462  0.412 (0.0123)
                Z    40    0.637 (0.0562)    0.759  0.183 (0.0042)    0.363  0.456 (0.0067)
                V    41    0.600 (0.0609)    0.728  0.192 (0.0058)    0.311  0.481 (0.0046)
                S    42    0.462 (0.0769)    0.614  0.229 (0.0117)    0.119  0.571 (0.0009)
 Milone         iz   43    0.338 (0.0733)    0.481  0.215 (0.0123)    0.015  0.538 (0.0020)
                iJ   44    0.273 (0.0761)    0.419  0.218 (0.0148)   -0.054  0.546 (0.0043)
                iH   45    0.196 (0.0782)    0.340  0.217 (0.0190)   -0.129  0.542 (0.0086)
                iK   46    0.164 (0.0657)    0.284  0.180 (0.0163)   -0.107  0.451 (0.0076)
 YMS94         iz    47    0.338 (0.0733)    0.481  0.215 (0.0123)    0.015  0.538 (0.0020)
               iJ    48    0.273 (0.0761)    0.419  0.218 (0.0148)   -0.054  0.546 (0.0043)
               iH    49    0.196 (0.0782)    0.340  0.217 (0.0190)   -0.129  0.542 (0.0086)
               iK    50    0.163 (0.0657)    0.284  0.180 (0.0163)   -0.107  0.451 (0.0076)
               iL    51    0.115 (0.0488)    0.208  0.139 (0.0105)   -0.093  0.347 (0.0040)
               iLp   52    0.112 (0.0456)    0.197  0.129 (0.0103)   -0.081  0.321 (0.0043)
               iM    53    0.100 (0.0404)    0.174  0.112 (0.0102)   -0.069  0.281 (0.0049)
               in    54    0.069 (0.0269)    0.113  0.067 (0.0099)   -0.032  0.168 (0.0067)
               iN    55    0.062 (0.0268)    0.107  0.068 (0.0097)   -0.039  0.169 (0.0065)
 Sloan DSS      u    56    0.638 (0.0686)    0.784  0.220 (0.0038)    0.309  0.549 (0.0075)
                g    57    0.693 (0.0479)    0.804  0.166 (0.0045)    0.445  0.414 (0.0107)
                r    58    0.512 (0.0704)    0.653  0.212 (0.0098)    0.194  0.530 (0.0011)
                i    59    0.391 (0.0780)    0.542  0.226 (0.0139)    0.052  0.566 (0.0031)
                z    60    0.352 (0.0781)    0.507  0.232 (0.0120)    0.004  0.580 (0.0011)
 HST STIS Ly_alpha   61    1.313 (0.2598)    0.676 -0.956 (0.0562)    2.747 -2.390 (0.1007)
            Fclear   62    1.490 (0.3583)    0.574 -1.374 (0.1051)    3.551 -3.435 (0.1681)
             Fsrf2   63    1.491 (0.3590)    0.573 -1.378 (0.1057)    3.558 -3.444 (0.1688)
              Fqtz   64    1.494 (0.3608)    0.572 -1.383 (0.1053)    3.568 -3.457 (0.1687)
              CIII   65    1.349 (0.2814)    0.664 -1.027 (0.0573)    2.890 -2.569 (0.1053)
              MgII   66    0.806 (0.0232)    0.819  0.019 (0.0200)    0.778  0.047 (0.0191)
            Nclear   67    0.948 (0.0696)    0.771 -0.266 (0.0218)    1.347 -0.664 (0.0343)
             Nsrf2   68    0.946 (0.0688)    0.772 -0.262 (0.0217)    1.340 -0.656 (0.0340)
              Nqtz   69    0.955 (0.0729)    0.770 -0.278 (0.0225)    1.372 -0.694 (0.0356)
             cn182   70    1.149 (0.1758)    0.716 -0.649 (0.0399)    2.122 -1.622 (0.0702)
             cn270   71    0.850 (0.0158)    0.807 -0.064 (0.0160)    0.946 -0.159 (0.0190)
            Oclear   72    0.557 (0.0624)    0.687  0.195 (0.0061)    0.264  0.489 (0.0041)
         Oclear-lp   73    0.447 (0.0741)    0.593  0.220 (0.0115)    0.117  0.550 (0.0011)
             [OII]   74    0.638 (0.0795)    0.812  0.262 (0.0013)    0.245  0.655 (0.0137)
            [OIII]   75    0.656 (0.0510)    0.768  0.167 (0.0041)    0.406  0.418 (0.0066)
 2MASS          J    76    0.277 (0.0757)    0.422  0.217 (0.0147)   -0.049  0.543 (0.0042)
 2MASS          H    77    0.196 (0.0772)    0.338  0.214 (0.0189)   -0.125  0.534 (0.0086)
 2MASS          Ks   78    0.167 (0.0662)    0.288  0.182 (0.0165)   -0.105  0.454 (0.0078)
 SWASP               79    0.614 (0.0578)    0.739  0.187 (0.0041)    0.334  0.467 (0.0065)
 MOST                80    0.598 (0.0595)    0.725  0.190 (0.0047)    0.313  0.475 (0.0057)
 GAIA (2006)    G    81    0.576 (0.0610)    0.705  0.193 (0.0054)    0.287  0.482 (0.0049)
 GAIA (2010)    G    82    0.548 (0.0638)    0.680  0.199 (0.0066)    0.249  0.497 (0.0037)
 GAIA (2010)    BP   83    0.626 (0.0565)    0.748  0.184 (0.0038)    0.350  0.459 (0.0069)
 GAIA (2010)    RP   84    0.396 (0.0776)    0.547  0.228 (0.0130)    0.054  0.569 (0.0021)
 GAIA (2010)  G_RV   85    0.334 (0.0852)    0.503  0.254 (0.0126)   -0.046  0.634 (0.0008)
 Milone        230   86    1.119 (0.1428)    0.773 -0.519 (0.0290)    1.898 -1.298 (0.0535)
               250   87    0.946 (0.0594)    0.794 -0.227 (0.0202)    1.287 -0.569 (0.0310)
               270   88    0.849 (0.0153)    0.808 -0.062 (0.0149)    0.942 -0.156 (0.0178)
               290   89    0.757 (0.0278)    0.804  0.071 (0.0088)    0.651  0.177 (0.0055)
               310   90    0.676 (0.0542)    0.784  0.163 (0.0064)    0.431  0.407 (0.0023)
               330   91    0.617 (0.0724)    0.762  0.219 (0.0090)    0.289  0.547 (0.0019)
 CaII triplet  858   92    0.328 (0.0866)    0.500  0.258 (0.0127)   -0.059  0.645 (0.0008)
 WIRE  Johnson V+R   93    0.517 (0.0686)    0.655  0.208 (0.0091)    0.204  0.520 (0.0015)
               LUT   94    0.714 (0.0415)    0.798  0.126 (0.0055)    0.525  0.315 (0.0010)


          Teff = 6750 K,  log g = 2.5,  [M/H] = +0.0

 bolometric           0    0.490 (0.0697)    0.626  0.205 (0.0115)    0.183  0.511 (0.0019)
 Stromgren      u     1    0.548 (0.1020)    0.760  0.319 (0.0068)    0.069  0.797 (0.0090)
                v     2    0.745 (0.0436)    0.844  0.148 (0.0035)    0.523  0.369 (0.0080)
                b     3    0.666 (0.0573)    0.786  0.180 (0.0060)    0.397  0.449 (0.0039)
                y     4    0.553 (0.0733)    0.697  0.215 (0.0122)    0.231  0.538 (0.0023)
 Johnson        U     5    0.638 (0.0780)    0.804  0.249 (0.0039)    0.265  0.621 (0.0083)
                B     6    0.700 (0.0516)    0.811  0.166 (0.0042)    0.450  0.416 (0.0055)
                V     7    0.554 (0.0730)    0.697  0.215 (0.0120)    0.232  0.536 (0.0022)
                R     8    0.424 (0.0858)    0.589  0.247 (0.0155)    0.054  0.618 (0.0041)
                I     9    0.328 (0.0876)    0.497  0.253 (0.0154)   -0.051  0.633 (0.0037)
                J    10    0.257 (0.0810)    0.409  0.228 (0.0171)   -0.084  0.570 (0.0063)
                K    11    0.152 (0.0698)    0.279  0.191 (0.0174)   -0.134  0.476 (0.0083)
                L    12    0.118 (0.0534)    0.221  0.154 (0.0099)   -0.113  0.385 (0.0026)
                M    13    0.106 (0.0393)    0.181  0.112 (0.0087)   -0.062  0.280 (0.0035)
                N    14    0.070 (0.0255)    0.113  0.064 (0.0092)   -0.026  0.161 (0.0061)
 Cousins        Rc   15    0.450 (0.0843)    0.612  0.243 (0.0152)    0.085  0.608 (0.0040)
                Ic   16    0.342 (0.0900)    0.515  0.259 (0.0162)   -0.046  0.647 (0.0044)
 Bessell        UX   17    0.630 (0.0802)    0.800  0.255 (0.0041)    0.247  0.638 (0.0083)
 Bessell        BX   18    0.698 (0.0521)    0.810  0.168 (0.0043)    0.446  0.419 (0.0054)
 Bessell        B    19    0.701 (0.0516)    0.812  0.166 (0.0042)    0.451  0.416 (0.0055)
 Bessell        V    20    0.553 (0.0731)    0.697  0.215 (0.0121)    0.231  0.537 (0.0022)
 Bessell        R    21    0.449 (0.0843)    0.611  0.243 (0.0152)    0.084  0.607 (0.0040)
 Bessell        I    22    0.337 (0.0901)    0.510  0.260 (0.0160)   -0.052  0.649 (0.0041)
 Tycho         TyB   23    0.719 (0.0495)    0.828  0.163 (0.0035)    0.475  0.407 (0.0067)
               TyV   24    0.575 (0.0710)    0.716  0.211 (0.0108)    0.259  0.527 (0.0015)
 Hipparchos    HIP   25    0.612 (0.0645)    0.744  0.197 (0.0080)    0.317  0.493 (0.0022)
 KEPLER              26    0.511 (0.0763)    0.661  0.225 (0.0122)    0.174  0.561 (0.0019)
 COROT SIS           27    0.519 (0.0747)    0.666  0.221 (0.0115)    0.187  0.553 (0.0014)
 COROT EXO           28    0.512 (0.0754)    0.660  0.223 (0.0117)    0.178  0.557 (0.0016)
 Geneva         U    29    0.558 (0.1001)    0.766  0.313 (0.0065)    0.088  0.783 (0.0089)
                B    30    0.720 (0.0489)    0.827  0.161 (0.0035)    0.479  0.402 (0.0066)
                B1   31    0.742 (0.0457)    0.844  0.153 (0.0032)    0.513  0.382 (0.0074)
                B2   32    0.692 (0.0536)    0.807  0.172 (0.0045)    0.434  0.430 (0.0054)
                V    33    0.555 (0.0729)    0.697  0.214 (0.0121)    0.234  0.535 (0.0022)
                V1   34    0.564 (0.0718)    0.705  0.211 (0.0118)    0.247  0.528 (0.0021)
                G    35    0.515 (0.0780)    0.666  0.227 (0.0137)    0.175  0.566 (0.0032)
 Vilnius        U    36    0.557 (0.1000)    0.766  0.313 (0.0065)    0.088  0.783 (0.0090)
                P    37    0.638 (0.0791)    0.807  0.253 (0.0036)    0.259  0.632 (0.0087)
                X    38    0.752 (0.0421)    0.847  0.142 (0.0035)    0.539  0.355 (0.0073)
                Y    39    0.667 (0.0573)    0.787  0.180 (0.0059)    0.397  0.450 (0.0040)
                Z    40    0.594 (0.0677)    0.728  0.202 (0.0104)    0.291  0.505 (0.0015)
                V    41    0.556 (0.0729)    0.699  0.214 (0.0121)    0.235  0.535 (0.0023)
                S    42    0.421 (0.0898)    0.594  0.260 (0.0156)    0.031  0.650 (0.0037)
 Milone         iz   43    0.307 (0.0802)    0.460  0.230 (0.0152)   -0.037  0.574 (0.0044)
                iJ   44    0.250 (0.0814)    0.403  0.229 (0.0173)   -0.093  0.572 (0.0064)
                iH   45    0.176 (0.0795)    0.320  0.215 (0.0214)   -0.146  0.538 (0.0110)
                iK   46    0.148 (0.0690)    0.274  0.189 (0.0171)   -0.135  0.471 (0.0081)
 YMS94         iz    47    0.307 (0.0802)    0.460  0.230 (0.0152)   -0.037  0.574 (0.0044)
               iJ    48    0.250 (0.0814)    0.403  0.229 (0.0173)   -0.093  0.572 (0.0064)
               iH    49    0.176 (0.0795)    0.320  0.215 (0.0214)   -0.146  0.538 (0.0110)
               iK    50    0.148 (0.0690)    0.274  0.189 (0.0171)   -0.135  0.471 (0.0081)
               iL    51    0.114 (0.0508)    0.212  0.148 (0.0089)   -0.108  0.370 (0.0020)
               iLp   52    0.111 (0.0469)    0.202  0.136 (0.0086)   -0.093  0.341 (0.0023)
               iM    53    0.102 (0.0403)    0.179  0.115 (0.0087)   -0.071  0.288 (0.0034)
               in    54    0.072 (0.0252)    0.114  0.063 (0.0093)   -0.022  0.157 (0.0063)
               iN    55    0.064 (0.0253)    0.107  0.064 (0.0092)   -0.031  0.159 (0.0062)
 Sloan DSS      u    56    0.597 (0.0902)    0.786  0.285 (0.0049)    0.169  0.712 (0.0089)
                g    57    0.649 (0.0599)    0.773  0.186 (0.0067)    0.370  0.465 (0.0032)
                r    58    0.470 (0.0828)    0.630  0.239 (0.0148)    0.111  0.598 (0.0038)
                i    59    0.359 (0.0893)    0.530  0.256 (0.0162)   -0.025  0.641 (0.0045)
                z    60    0.319 (0.0864)    0.486  0.251 (0.0148)   -0.058  0.628 (0.0031)
 HST STIS Ly_alpha   61    1.279 (0.2265)    0.730 -0.823 (0.0436)    2.514 -2.058 (0.0820)
            Fclear   62    1.479 (0.3391)    0.624 -1.282 (0.0906)    3.401 -3.204 (0.1498)
             Fsrf2   63    1.481 (0.3402)    0.623 -1.286 (0.0912)    3.410 -3.216 (0.1506)
              Fqtz   64    1.482 (0.3412)    0.623 -1.289 (0.0907)    3.415 -3.222 (0.1502)
              CIII   65    1.311 (0.2442)    0.725 -0.878 (0.0428)    2.629 -2.196 (0.0839)
              MgII   66    0.788 (0.0343)    0.846  0.086 (0.0125)    0.659  0.216 (0.0084)
            Nclear   67    0.916 (0.0415)    0.808 -0.161 (0.0148)    1.158 -0.404 (0.0223)
             Nsrf2   68    0.914 (0.0409)    0.808 -0.159 (0.0147)    1.153 -0.398 (0.0221)
              Nqtz   69    0.922 (0.0440)    0.808 -0.170 (0.0150)    1.177 -0.426 (0.0230)
             cn182   70    1.120 (0.1485)    0.758 -0.544 (0.0311)    1.936 -1.359 (0.0565)
             cn270   71    0.828 (0.0129)    0.837  0.014 (0.0101)    0.807  0.035 (0.0094)
            Oclear   72    0.514 (0.0750)    0.662  0.222 (0.0114)    0.181  0.555 (0.0013)
         Oclear-lp   73    0.409 (0.0856)    0.573  0.247 (0.0153)    0.039  0.617 (0.0039)
             [OII]   74    0.568 (0.1049)    0.786  0.327 (0.0072)    0.079  0.817 (0.0092)
            [OIII]   75    0.612 (0.0631)    0.738  0.189 (0.0098)    0.330  0.471 (0.0015)
 2MASS          J    76    0.254 (0.0810)    0.405  0.228 (0.0172)   -0.088  0.569 (0.0064)
 2MASS          H    77    0.177 (0.0788)    0.319  0.213 (0.0212)   -0.143  0.533 (0.0110)
 2MASS          Ks   78    0.152 (0.0695)    0.278  0.189 (0.0174)   -0.132  0.473 (0.0084)
 SWASP               79    0.570 (0.0702)    0.710  0.210 (0.0101)    0.255  0.525 (0.0012)
 MOST                80    0.554 (0.0718)    0.697  0.214 (0.0107)    0.234  0.534 (0.0013)
 GAIA (2006)    G    81    0.532 (0.0734)    0.677  0.218 (0.0110)    0.205  0.546 (0.0012)
 GAIA (2010)    G    82    0.505 (0.0761)    0.655  0.224 (0.0120)    0.168  0.561 (0.0017)
 GAIA (2010)    BP   83    0.580 (0.0692)    0.719  0.208 (0.0096)    0.268  0.520 (0.0013)
 GAIA (2010)    RP   84    0.361 (0.0885)    0.532  0.255 (0.0158)   -0.021  0.638 (0.0040)
 GAIA (2010)  G_RV   85    0.301 (0.0935)    0.484  0.273 (0.0151)   -0.109  0.684 (0.0026)
 Milone        230   86    1.078 (0.1088)    0.818 -0.390 (0.0188)    1.664 -0.976 (0.0372)
               250   87    0.918 (0.0346)    0.829 -0.134 (0.0128)    1.119 -0.334 (0.0191)
               270   88    0.824 (0.0136)    0.838  0.021 (0.0089)    0.793  0.052 (0.0079)
               290   89    0.724 (0.0529)    0.832  0.162 (0.0047)    0.482  0.404 (0.0042)
               310   90    0.644 (0.0799)    0.811  0.251 (0.0040)    0.267  0.627 (0.0095)
               330   91    0.593 (0.0942)    0.790  0.296 (0.0053)    0.149  0.739 (0.0095)
 CaII triplet  858   92    0.296 (0.0948)    0.481  0.277 (0.0152)   -0.120  0.693 (0.0025)
 WIRE  Johnson V+R   93    0.475 (0.0808)    0.632  0.234 (0.0141)    0.124  0.586 (0.0032)
               LUT   94    0.680 (0.0621)    0.808  0.192 (0.0052)    0.392  0.480 (0.0042)


          Teff = 6750 K,  log g = 3.0,  [M/H] = +0.0

 bolometric           0    0.464 (0.0826)    0.631  0.250 (0.0094)    0.090  0.624 (0.0032)
 Stromgren      u     1    0.573 (0.0998)    0.785  0.318 (0.0043)    0.095  0.796 (0.0117)
                v     2    0.689 (0.0670)    0.831  0.214 (0.0028)    0.368  0.535 (0.0077)
                b     3    0.615 (0.0788)    0.777  0.243 (0.0067)    0.250  0.609 (0.0054)
                y     4    0.512 (0.0919)    0.698  0.278 (0.0100)    0.095  0.696 (0.0043)
 Johnson        U     5    0.610 (0.0929)    0.807  0.296 (0.0035)    0.166  0.740 (0.0109)
                B     6    0.646 (0.0742)    0.801  0.233 (0.0049)    0.297  0.582 (0.0065)
                V     7    0.513 (0.0914)    0.698  0.277 (0.0099)    0.098  0.693 (0.0043)
                R     8    0.403 (0.0976)    0.599  0.294 (0.0114)   -0.038  0.735 (0.0038)
                I     9    0.319 (0.0943)    0.507  0.283 (0.0116)   -0.106  0.708 (0.0029)
